ville,pays,lat,lon,date_extraction,heure_extraction,timestamp_utc,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Antananarivo,MG,-18.8792,47.5079,2026-03-28,01,2026-03-28T01:00:00+00:00,1,103.05,0.01,0.71,8.02,0.06,2.17,3.12,0.36
Cairo,EG,30.0444,31.2357,2026-03-28,01,2026-03-28T01:00:00+00:00,3,138.86,0.0,3.61,60.67,1.6,14.02,61.53,38.45
New York,US,40.7128,-74.006,2026-03-28,01,2026-03-28T01:00:00+00:00,2,222.02,0.0,13.79,77.67,2.15,3.48,6.19,0.52
Paris,FR,48.8566,2.3522,2026-03-28,01,2026-03-28T01:00:00+00:00,2,153.82,0.0,2.52,76.3,0.55,6.69,8.01,2.91
Sydney,AU,-33.8688,151.2093,2026-03-28,01,2026-03-28T01:00:00+00:00,1,57.51,0.04,0.14,45.28,0.17,0.69,2.16,0.02
Tokyo,JP,35.6762,139.6503,2026-03-28,01,2026-03-28T01:00:00+00:00,3,165.48,0.49,4.45,131.04,6.69,9.94,14.83,0.0
Antananarivo,MG,-18.8792,47.5079,2026-03-28,02,2026-03-28T02:00:00+00:00,1,101.75,0.01,0.69,7.42,0.05,2.04,2.85,0.34
Cairo,EG,30.0444,31.2357,2026-03-28,02,2026-03-28T02:00:00+00:00,3,140.19,0.0,3.68,57.29,1.56,14.84,65.91,43.55
New York,US,40.7128,-74.006,2026-03-28,02,2026-03-28T02:00:00+00:00,2,228.17,0.0,14.66,73.1,2.02,3.67,6.4,0.51
Paris,FR,48.8566,2.3522,2026-03-28,02,2026-03-28T02:00:00+00:00,2,153.18,0.0,2.21,74.66,0.55,6.79,8.14,2.33
Sydney,AU,-33.8688,151.2093,2026-03-28,02,2026-03-28T02:00:00+00:00,1,57.01,0.03,0.13,43.4,0.16,0.67,1.97,0.01
Tokyo,JP,35.6762,139.6503,2026-03-28,02,2026-03-28T02:00:00+00:00,3,166.73,0.66,4.62,131.27,7.61,10.78,15.68,0.0
Antananarivo,MG,-18.8792,47.5079,2026-03-28,03,2026-03-28T03:00:00+00:00,1,101.86,0.01,0.69,7.02,0.05,1.97,2.74,0.33
Cairo,EG,30.0444,31.2357,2026-03-28,03,2026-03-28T03:00:00+00:00,3,142.61,0.0,4.09,53.42,1.66,15.79,70.48,51.06
New York,US,40.7128,-74.006,2026-03-28,03,2026-03-28T03:00:00+00:00,2,234.72,0.0,15.88,69.32,2.02,3.92,6.78,0.5
Paris,FR,48.8566,2.3522,2026-03-28,03,2026-03-28T03:00:00+00:00,2,151.6,0.0,1.97,72.77,0.49,6.55,7.92,1.83
Sydney,AU,-33.8688,151.2093,2026-03-28,03,2026-03-28T03:00:00+00:00,1,56.56,0.03,0.13,41.29,0.16,0.69,2.02,0.01
Tokyo,JP,35.6762,139.6503,2026-03-28,03,2026-03-28T03:00:00+00:00,3,167.61,0.76,4.59,133.5,8.9,11.82,16.71,0.0
Antananarivo,MG,-18.8792,47.5079,2026-03-28,04,2026-03-28T04:00:00+00:00,1,103.52,0.07,0.65,7.16,0.08,1.99,3.07,0.35
Cairo,EG,30.0444,31.2357,2026-03-28,04,2026-03-28T04:00:00+00:00,3,145.31,0.0,4.95,48.17,1.85,16.68,74.59,56.83
New York,US,40.7128,-74.006,2026-03-28,04,2026-03-28T04:00:00+00:00,2,237.79,0.0,16.62,66.33,1.96,4.02,7.03,0.51
Paris,FR,48.8566,2.3522,2026-03-28,04,2026-03-28T04:00:00+00:00,2,150.04,0.0,1.76,71.3,0.4,5.75,6.86,1.33
Sydney,AU,-33.8688,151.2093,2026-03-28,04,2026-03-28T04:00:00+00:00,1,56.81,0.03,0.13,39.91,0.17,0.7,2.05,0.01
Tokyo,JP,35.6762,139.6503,2026-03-28,04,2026-03-28T04:00:00+00:00,3,168.03,0.6,4.08,138.14,9.74,13.01,18.02,0.0
Antananarivo,MG,-18.8792,47.5079,2026-03-28,05,2026-03-28T05:00:00+00:00,1,106.03,0.22,0.47,8.5,0.1,2.12,3.8,0.41
Cairo,EG,30.0444,31.2357,2026-03-28,05,2026-03-28T05:00:00+00:00,3,149.9,0.2,6.33,43.53,2.31,17.43,78.26,56.22
New York,US,40.7128,-74.006,2026-03-28,05,2026-03-28T05:00:00+00:00,2,241.39,0.0,17.39,64.55,2.09,4.56,7.8,0.5
Paris,FR,48.8566,2.3522,2026-03-28,05,2026-03-28T05:00:00+00:00,2,147.75,0.0,1.6,69.51,0.25,4.47,5.13,0.95
Sydney,AU,-33.8688,151.2093,2026-03-28,05,2026-03-28T05:00:00+00:00,1,56.97,0.03,0.13,38.91,0.16,0.65,1.93,0.01
Tokyo,JP,35.6762,139.6503,2026-03-28,05,2026-03-28T05:00:00+00:00,4,166.6,0.33,3.35,141.85,9.77,14.01,19.37,0.0
Antananarivo,MG,-18.8792,47.5079,2026-03-28,06,2026-03-28T06:00:00+00:00,1,107.39,0.2,0.39,12.22,0.12,2.42,4.42,0.55
Cairo,EG,30.0444,31.2357,2026-03-28,06,2026-03-28T06:00:00+00:00,3,154.48,1.51,6.07,42.98,2.86,18.05,82.21,52.82
New York,US,40.7128,-74.006,2026-03-28,06,2026-03-28T06:00:00+00:00,2,244.8,0.0,18.45,63.82,2.67,6.15,9.81,0.45
Paris,FR,48.8566,2.3522,2026-03-28,06,2026-03-28T06:00:00+00:00,2,145.45,0.0,1.69,67.96,0.18,3.27,3.64,0.77
Sydney,AU,-33.8688,151.2093,2026-03-28,06,2026-03-28T06:00:00+00:00,1,57.31,0.03,0.14,38.26,0.16,0.59,1.75,0.01
Tokyo,JP,35.6762,139.6503,2026-03-28,06,2026-03-28T06:00:00+00:00,4,164.13,0.16,2.65,144.77,9.52,14.55,20.42,0.0
Antananarivo,MG,-18.8792,47.5079,2026-03-28,07,2026-03-28T07:00:00+00:00,1,69.19,0.05,0.12,20.39,0.11,0.64,1.34,0.26
Cairo,EG,30.0444,31.2357,2026-03-28,07,2026-03-28T07:00:00+00:00,3,152.07,1.86,4.69,61.71,2.88,18.92,91.21,34.87
New York,US,40.7128,-74.006,2026-03-28,07,2026-03-28T07:00:00+00:00,2,247.6,0.0,19.85,64.66,3.82,7.97,12.24,0.4
Paris,FR,48.8566,2.3522,2026-03-28,07,2026-03-28T07:00:00+00:00,2,142.03,0.01,2.08,67.38,0.19,2.42,2.66,0.71
Sydney,AU,-33.8688,151.2093,2026-03-28,07,2026-03-28T07:00:00+00:00,1,58.16,0.04,0.29,35.95,0.16,0.55,1.62,0.02
Tokyo,JP,35.6762,139.6503,2026-03-28,07,2026-03-28T07:00:00+00:00,4,163.39,0.06,1.84,148.95,7.61,14.22,21.44,0.0
Antananarivo,MG,-18.8792,47.5079,2026-03-28,08,2026-03-28T08:00:00+00:00,1,63.13,0.03,0.07,21.28,0.09,0.5,0.94,0.21
Cairo,EG,30.0444,31.2357,2026-03-28,08,2026-03-28T08:00:00+00:00,3,149.21,1.7,3.8,74.95,3.02,19.55,90.41,27.76
New York,US,40.7128,-74.006,2026-03-28,08,2026-03-28T08:00:00+00:00,2,242.84,0.0,18.54,66.49,3.67,7.42,11.64,0.41
Paris,FR,48.8566,2.3522,2026-03-28,08,2026-03-28T08:00:00+00:00,2,139.07,0.08,2.46,68.95,0.25,1.79,2.03,0.75
Sydney,AU,-33.8688,151.2093,2026-03-28,08,2026-03-28T08:00:00+00:00,1,59.07,0.01,0.52,32.9,0.17,0.52,1.48,0.04
Tokyo,JP,35.6762,139.6503,2026-03-28,08,2026-03-28T08:00:00+00:00,4,164.13,0.02,1.42,151.3,5.52,14.51,23.64,0.0
Antananarivo,MG,-18.8792,47.5079,2026-03-28,09,2026-03-28T09:00:00+00:00,1,62.17,0.02,0.06,21.3,0.09,0.53,0.95,0.21
Cairo,EG,30.0444,31.2357,2026-03-28,09,2026-03-28T09:00:00+00:00,3,146.91,1.2,2.94,89.33,3.25,21.67,90.23,26.32
New York,US,40.7128,-74.006,2026-03-28,09,2026-03-28T09:00:00+00:00,2,224.68,0.0,14.65,73.48,3.03,5.72,9.39,0.41
Paris,FR,48.8566,2.3522,2026-03-28,09,2026-03-28T09:00:00+00:00,2,136.76,0.19,2.61,73.98,0.34,1.58,1.89,0.79
Sydney,AU,-33.8688,151.2093,2026-03-28,09,2026-03-28T09:00:00+00:00,1,59.58,0.0,0.61,31.25,0.16,0.5,1.34,0.05
Tokyo,JP,35.6762,139.6503,2026-03-28,09,2026-03-28T09:00:00+00:00,4,165.72,0.0,1.12,153.34,4.24,15.13,26.14,0.0
Antananarivo,MG,-18.8792,47.5079,2026-03-28,10,2026-03-28T10:00:00+00:00,1,63.02,0.02,0.06,21.93,0.09,0.58,0.94,0.21
Cairo,EG,30.0444,31.2357,2026-03-28,10,2026-03-28T10:00:00+00:00,3,129.91,0.34,1.21,124.68,1.47,15.59,77.83,8.56
New York,US,40.7128,-74.006,2026-03-28,10,2026-03-28T10:00:00+00:00,2,197.55,0.0,9.87,83.08,2.23,3.71,6.54,0.4
Paris,FR,48.8566,2.3522,2026-03-28,10,2026-03-28T10:00:00+00:00,2,134.26,0.22,1.98,91.12,0.37,1.13,1.48,0.76
Sydney,AU,-33.8688,151.2093,2026-03-28,10,2026-03-28T10:00:00+00:00,1,59.35,0.0,0.61,30.66,0.15,0.5,1.21,0.05
Tokyo,JP,35.6762,139.6503,2026-03-28,10,2026-03-28T10:00:00+00:00,4,167.45,0.0,1.1,154.04,3.65,15.78,28.15,0.0
Antananarivo,MG,-18.8792,47.5079,2026-03-28,11,2026-03-28T11:00:00+00:00,1,63.93,0.02,0.06,22.01,0.09,0.65,0.99,0.22
Cairo,EG,30.0444,31.2357,2026-03-28,11,2026-03-28T11:00:00+00:00,3,123.6,0.18,0.75,129.56,0.98,13.12,64.01,5.58
New York,US,40.7128,-74.006,2026-03-28,11,2026-03-28T11:00:00+00:00,2,177.56,0.0,6.46,92.22,1.74,2.09,4.27,0.45
Paris,FR,48.8566,2.3522,2026-03-28,11,2026-03-28T11:00:00+00:00,3,133.32,0.21,1.34,100.52,0.36,0.85,1.2,0.84
Sydney,AU,-33.8688,151.2093,2026-03-28,11,2026-03-28T11:00:00+00:00,1,59.42,0.0,0.56,31.22,0.15,0.5,1.1,0.04
Tokyo,JP,35.6762,139.6503,2026-03-28,11,2026-03-28T11:00:00+00:00,4,167.75,0.0,1.33,152.62,3.5,16.17,29.11,0.0
Antananarivo,MG,-18.8792,47.5079,2026-03-28,12,2026-03-28T12:00:00+00:00,1,64.75,0.02,0.07,21.58,0.09,0.7,1.05,0.23
Cairo,EG,30.0444,31.2357,2026-03-28,12,2026-03-28T12:00:00+00:00,3,120.73,0.16,0.7,130.36,0.88,11.97,57.55,5.08
New York,US,40.7128,-74.006,2026-03-28,12,2026-03-28T12:00:00+00:00,2,167.99,0.06,5.33,98.57,1.55,1.32,3.09,0.47
Paris,FR,48.8566,2.3522,2026-03-28,12,2026-03-28T12:00:00+00:00,3,132.86,0.18,0.96,105.02,0.36,0.84,1.21,0.92
Sydney,AU,-33.8688,151.2093,2026-03-28,12,2026-03-28T12:00:00+00:00,1,59.36,0.0,0.5,32.37,0.13,0.5,0.98,0.04
Tokyo,JP,35.6762,139.6503,2026-03-28,12,2026-03-28T12:00:00+00:00,4,167.86,0.0,1.48,151.05,3.38,16.56,29.77,0.0
Antananarivo,MG,-18.8792,47.5079,2026-03-28,13,2026-03-28T13:00:00+00:00,1,68.29,0.04,0.15,18.95,0.09,0.83,1.35,0.33
Cairo,EG,30.0444,31.2357,2026-03-28,13,2026-03-28T13:00:00+00:00,3,120.12,0.15,0.73,130.43,0.76,11.26,54.83,4.56
New York,US,40.7128,-74.006,2026-03-28,13,2026-03-28T13:00:00+00:00,3,163.26,0.41,4.79,102.86,1.36,0.96,2.41,0.45
Paris,FR,48.8566,2.3522,2026-03-28,13,2026-03-28T13:00:00+00:00,3,132.82,0.14,0.7,110.41,0.36,0.87,1.28,0.97
Sydney,AU,-33.8688,151.2093,2026-03-28,13,2026-03-28T13:00:00+00:00,1,58.64,0.0,0.46,32.76,0.12,0.5,0.87,0.03
Tokyo,JP,35.6762,139.6503,2026-03-28,13,2026-03-28T13:00:00+00:00,4,167.92,0.0,1.71,148.27,3.27,16.72,29.62,0.0
Antananarivo,MG,-18.8792,47.5079,2026-03-28,14,2026-03-28T14:00:00+00:00,1,75.29,0.06,0.31,15.87,0.1,1.09,1.9,0.42
Cairo,EG,30.0444,31.2357,2026-03-28,14,2026-03-28T14:00:00+00:00,3,118.89,0.14,0.82,127.1,0.64,10.77,53.75,4.12
New York,US,40.7128,-74.006,2026-03-28,14,2026-03-28T14:00:00+00:00,3,163.42,0.8,4.18,104.56,1.3,0.93,2.22,0.43
Paris,FR,48.8566,2.3522,2026-03-28,14,2026-03-28T14:00:00+00:00,3,132.83,0.11,0.57,113.77,0.38,0.86,1.34,1.02
Sydney,AU,-33.8688,151.2093,2026-03-28,14,2026-03-28T14:00:00+00:00,1,58.21,0.0,0.43,32.38,0.11,0.5,0.81,0.02
Tokyo,JP,35.6762,139.6503,2026-03-28,14,2026-03-28T14:00:00+00:00,4,169.01,0.0,2.0,145.13,3.24,16.93,29.36,0.02
Antananarivo,MG,-18.8792,47.5079,2026-03-28,15,2026-03-28T15:00:00+00:00,1,82.62,0.03,0.57,13.6,0.11,1.36,2.48,0.42
Cairo,EG,30.0444,31.2357,2026-03-28,15,2026-03-28T15:00:00+00:00,3,118.7,0.11,1.04,121.12,0.56,10.77,54.66,3.84
New York,US,40.7128,-74.006,2026-03-28,15,2026-03-28T15:00:00+00:00,3,164.95,1.08,3.9,105.08,1.37,1.2,2.48,0.41
Paris,FR,48.8566,2.3522,2026-03-28,15,2026-03-28T15:00:00+00:00,3,133.49,0.08,0.52,114.9,0.39,0.79,1.34,1.04
Sydney,AU,-33.8688,151.2093,2026-03-28,15,2026-03-28T15:00:00+00:00,1,58.0,0.0,0.38,32.31,0.1,0.5,0.77,0.02
Tokyo,JP,35.6762,139.6503,2026-03-28,15,2026-03-28T15:00:00+00:00,4,170.54,0.0,2.2,142.59,3.25,17.32,29.45,0.04
Antananarivo,MG,-18.8792,47.5079,2026-03-28,16,2026-03-28T16:00:00+00:00,1,88.72,0.01,0.74,11.78,0.11,1.57,3.03,0.42
Cairo,EG,30.0444,31.2357,2026-03-28,16,2026-03-28T16:00:00+00:00,3,120.61,0.04,1.62,115.41,0.65,11.37,57.21,4.8
New York,US,40.7128,-74.006,2026-03-28,16,2026-03-28T16:00:00+00:00,3,159.04,0.81,2.67,110.29,1.12,1.14,2.08,0.33
Paris,FR,48.8566,2.3522,2026-03-28,16,2026-03-28T16:00:00+00:00,3,134.76,0.08,0.59,114.63,0.39,0.72,1.27,1.08
Sydney,AU,-33.8688,151.2093,2026-03-28,16,2026-03-28T16:00:00+00:00,1,57.38,0.0,0.35,31.9,0.1,0.5,0.77,0.01
Tokyo,JP,35.6762,139.6503,2026-03-28,16,2026-03-28T16:00:00+00:00,3,172.41,0.0,2.41,139.21,3.3,17.64,29.39,0.07
Antananarivo,MG,-18.8792,47.5079,2026-03-28,17,2026-03-28T17:00:00+00:00,1,93.8,0.01,0.79,10.71,0.11,1.71,3.39,0.4
Cairo,EG,30.0444,31.2357,2026-03-28,17,2026-03-28T17:00:00+00:00,3,123.05,0.0,2.32,110.39,1.01,12.06,58.85,7.36
New York,US,40.7128,-74.006,2026-03-28,17,2026-03-28T17:00:00+00:00,3,154.11,0.56,1.87,112.57,0.98,1.07,1.81,0.29
Paris,FR,48.8566,2.3522,2026-03-28,17,2026-03-28T17:00:00+00:00,3,136.74,0.06,0.79,112.64,0.41,0.67,1.2,1.26
Sydney,AU,-33.8688,151.2093,2026-03-28,17,2026-03-28T17:00:00+00:00,1,57.3,0.0,0.34,31.5,0.11,0.5,0.82,0.01
Tokyo,JP,35.6762,139.6503,2026-03-28,17,2026-03-28T17:00:00+00:00,3,173.82,0.0,2.63,135.66,3.38,17.58,28.74,0.08
Antananarivo,MG,-18.8792,47.5079,2026-03-28,18,2026-03-28T18:00:00+00:00,1,96.57,0.01,0.79,10.09,0.11,1.76,3.36,0.37
Cairo,EG,30.0444,31.2357,2026-03-28,18,2026-03-28T18:00:00+00:00,3,125.25,0.0,2.79,106.68,1.46,12.62,59.36,10.04
New York,US,40.7128,-74.006,2026-03-28,18,2026-03-28T18:00:00+00:00,3,152.31,0.46,1.59,113.26,1.01,1.19,1.89,0.3
Paris,FR,48.8566,2.3522,2026-03-28,18,2026-03-28T18:00:00+00:00,3,138.55,0.02,1.05,110.15,0.43,0.62,1.1,1.5
Sydney,AU,-33.8688,151.2093,2026-03-28,18,2026-03-28T18:00:00+00:00,1,57.32,0.0,0.36,30.91,0.11,0.5,0.85,0.01
Tokyo,JP,35.6762,139.6503,2026-03-28,18,2026-03-28T18:00:00+00:00,3,175.18,0.0,2.8,132.66,3.47,17.12,27.56,0.09
Antananarivo,MG,-18.8792,47.5079,2026-03-28,19,2026-03-28T19:00:00+00:00,1,100.62,0.01,0.81,9.12,0.1,1.86,3.35,0.36
Cairo,EG,30.0444,31.2357,2026-03-28,19,2026-03-28T19:00:00+00:00,3,125.53,0.0,3.01,103.56,1.8,12.95,59.56,11.69
New York,US,40.7128,-74.006,2026-03-28,19,2026-03-28T19:00:00+00:00,3,154.0,0.4,1.5,115.5,1.09,1.32,2.01,0.33
Paris,FR,48.8566,2.3522,2026-03-28,19,2026-03-28T19:00:00+00:00,3,139.36,0.0,1.25,106.12,0.47,0.62,1.08,1.87
Sydney,AU,-33.8688,151.2093,2026-03-28,19,2026-03-28T19:00:00+00:00,1,57.37,0.0,0.4,30.23,0.12,0.5,0.87,0.01
Tokyo,JP,35.6762,139.6503,2026-03-28,19,2026-03-28T19:00:00+00:00,3,176.63,0.0,2.99,129.39,3.55,16.46,26.0,0.11
Antananarivo,MG,-18.8792,47.5079,2026-03-28,20,2026-03-28T20:00:00+00:00,1,106.0,0.02,0.85,8.0,0.1,2.02,3.47,0.37
Cairo,EG,30.0444,31.2357,2026-03-28,20,2026-03-28T20:00:00+00:00,3,126.25,0.0,2.97,103.04,1.95,13.43,61.6,12.19
New York,US,40.7128,-74.006,2026-03-28,20,2026-03-28T20:00:00+00:00,3,154.74,0.36,1.56,116.57,1.19,1.52,2.23,0.36
Paris,FR,48.8566,2.3522,2026-03-28,20,2026-03-28T20:00:00+00:00,3,141.9,0.0,1.47,103.06,0.53,0.68,1.18,2.43
Sydney,AU,-33.8688,151.2093,2026-03-28,20,2026-03-28T20:00:00+00:00,1,58.28,0.0,0.55,29.47,0.13,0.5,0.86,0.02
Tokyo,JP,35.6762,139.6503,2026-03-28,20,2026-03-28T20:00:00+00:00,3,178.67,0.0,3.21,126.47,3.55,15.72,24.3,0.14
Antananarivo,MG,-18.8792,47.5079,2026-03-28,21,2026-03-28T21:00:00+00:00,1,106.31,0.02,0.83,7.31,0.08,1.95,3.24,0.37
Cairo,EG,30.0444,31.2357,2026-03-28,21,2026-03-28T21:00:00+00:00,3,126.71,0.0,2.89,103.42,1.91,13.86,63.85,11.97
New York,US,40.7128,-74.006,2026-03-28,21,2026-03-28T21:00:00+00:00,3,155.28,0.32,1.78,116.81,1.3,1.53,2.27,0.41
Paris,FR,48.8566,2.3522,2026-03-28,21,2026-03-28T21:00:00+00:00,3,144.18,0.0,1.66,100.63,0.58,0.76,1.31,2.93
Sydney,AU,-33.8688,151.2093,2026-03-28,21,2026-03-28T21:00:00+00:00,1,59.78,0.02,0.75,28.78,0.14,0.5,0.85,0.03
Tokyo,JP,35.6762,139.6503,2026-03-28,21,2026-03-28T21:00:00+00:00,3,181.26,0.0,3.41,124.85,3.53,15.24,23.05,0.13
Antananarivo,MG,-18.8792,47.5079,2026-03-28,22,2026-03-28T22:00:00+00:00,1,105.17,0.02,0.79,6.8,0.07,1.91,3.05,0.38
Cairo,EG,30.0444,31.2357,2026-03-28,22,2026-03-28T22:00:00+00:00,3,126.64,0.0,2.8,103.36,1.77,14.14,65.32,11.83
New York,US,40.7128,-74.006,2026-03-28,22,2026-03-28T22:00:00+00:00,3,165.93,0.48,3.94,109.55,1.37,1.59,2.48,0.5
Paris,FR,48.8566,2.3522,2026-03-28,22,2026-03-28T22:00:00+00:00,2,143.7,0.0,1.79,97.44,0.6,0.89,1.47,3.07
Sydney,AU,-33.8688,151.2093,2026-03-28,22,2026-03-28T22:00:00+00:00,1,60.53,0.17,0.65,29.0,0.15,0.51,0.85,0.03
Tokyo,JP,35.6762,139.6503,2026-03-28,22,2026-03-28T22:00:00+00:00,3,183.97,0.05,4.07,125.64,3.65,15.14,22.65,0.14
Antananarivo,MG,-18.8792,47.5079,2026-03-28,23,2026-03-28T23:00:00+00:00,1,103.95,0.02,0.75,6.37,0.06,1.9,2.94,0.37
Cairo,EG,30.0444,31.2357,2026-03-28,23,2026-03-28T23:00:00+00:00,3,126.57,0.0,2.63,102.38,1.73,14.66,67.04,12.65
New York,US,40.7128,-74.006,2026-03-28,23,2026-03-28T23:00:00+00:00,2,187.91,0.33,9.28,95.47,1.34,1.91,3.2,0.63
Paris,FR,48.8566,2.3522,2026-03-28,23,2026-03-28T23:00:00+00:00,2,144.26,0.0,1.86,95.65,0.58,1.06,1.66,2.93
Sydney,AU,-33.8688,151.2093,2026-03-28,23,2026-03-28T23:00:00+00:00,1,60.24,0.22,0.49,30.65,0.17,0.53,0.9,0.04
Tokyo,JP,35.6762,139.6503,2026-03-28,23,2026-03-28T23:00:00+00:00,3,187.71,0.35,4.67,125.42,3.99,15.73,23.33,0.17
Antananarivo,MG,-18.8792,47.5079,2026-03-29,00,2026-03-29T00:00:00+00:00,1,101.14,0.01,0.7,6.25,0.05,1.82,2.78,0.36
Cairo,EG,30.0444,31.2357,2026-03-29,00,2026-03-29T00:00:00+00:00,3,125.97,0.0,2.24,100.28,1.66,15.46,69.91,13.31
New York,US,40.7128,-74.006,2026-03-29,00,2026-03-29T00:00:00+00:00,2,207.5,0.0,13.38,85.29,1.26,2.28,4.15,0.74
Paris,FR,48.8566,2.3522,2026-03-29,00,2026-03-29T00:00:00+00:00,2,145.31,0.0,1.85,93.68,0.53,1.19,1.81,2.52
Sydney,AU,-33.8688,151.2093,2026-03-29,00,2026-03-29T00:00:00+00:00,1,59.54,0.15,0.36,33.99,0.2,0.56,1.0,0.03
Tokyo,JP,35.6762,139.6503,2026-03-29,00,2026-03-29T00:00:00+00:00,3,191.7,0.68,4.9,126.93,4.45,17.12,25.04,0.17
Antananarivo,MG,-18.8792,47.5079,2026-03-29,01,2026-03-29T01:00:00+00:00,1,98.07,0.01,0.65,6.22,0.05,1.7,2.61,0.36
Cairo,EG,30.0444,31.2357,2026-03-29,01,2026-03-29T01:00:00+00:00,3,124.43,0.0,1.74,94.63,1.4,16.89,72.75,14.31
New York,US,40.7128,-74.006,2026-03-29,01,2026-03-29T01:00:00+00:00,2,216.21,0.0,14.29,79.89,1.18,2.57,4.99,0.77
Paris,FR,48.8566,2.3522,2026-03-29,01,2026-03-29T01:00:00+00:00,2,145.07,0.0,1.79,90.3,0.48,1.32,1.94,2.04
Sydney,AU,-33.8688,151.2093,2026-03-29,01,2026-03-29T01:00:00+00:00,1,59.57,0.08,0.21,39.65,0.22,0.59,1.14,0.0
Tokyo,JP,35.6762,139.6503,2026-03-29,01,2026-03-29T01:00:00+00:00,3,194.23,0.78,4.58,131.46,4.85,18.82,27.16,0.14
Antananarivo,MG,-18.8792,47.5079,2026-03-29,02,2026-03-29T02:00:00+00:00,1,98.21,0.02,0.65,5.61,0.05,1.74,2.59,0.38
Cairo,EG,30.0444,31.2357,2026-03-29,02,2026-03-29T02:00:00+00:00,3,124.6,0.0,1.45,88.35,1.1,19.36,78.72,17.38
New York,US,40.7128,-74.006,2026-03-29,02,2026-03-29T02:00:00+00:00,2,220.97,0.0,14.24,77.56,1.22,2.78,5.49,0.8
Paris,FR,48.8566,2.3522,2026-03-29,02,2026-03-29T02:00:00+00:00,2,146.14,0.0,1.79,87.24,0.44,1.44,2.08,1.69
Sydney,AU,-33.8688,151.2093,2026-03-29,02,2026-03-29T02:00:00+00:00,1,59.37,0.06,0.18,40.35,0.24,0.63,1.3,0.0
Tokyo,JP,35.6762,139.6503,2026-03-29,02,2026-03-29T02:00:00+00:00,3,194.45,0.65,3.81,137.96,4.85,20.32,28.99,0.11
Antananarivo,MG,-18.8792,47.5079,2026-03-29,03,2026-03-29T03:00:00+00:00,1,99.96,0.03,0.67,5.09,0.06,1.84,2.7,0.43
Cairo,EG,30.0444,31.2357,2026-03-29,03,2026-03-29T03:00:00+00:00,3,125.03,0.0,1.32,82.94,0.85,22.46,87.74,20.07
New York,US,40.7128,-74.006,2026-03-29,03,2026-03-29T03:00:00+00:00,2,221.07,0.0,13.72,77.72,1.48,2.85,5.61,0.84
Paris,FR,48.8566,2.3522,2026-03-29,03,2026-03-29T03:00:00+00:00,2,147.21,0.0,1.85,84.26,0.43,1.59,2.25,1.4
Sydney,AU,-33.8688,151.2093,2026-03-29,03,2026-03-29T03:00:00+00:00,1,59.32,0.05,0.18,40.63,0.25,0.72,1.54,0.0
Tokyo,JP,35.6762,139.6503,2026-03-29,03,2026-03-29T03:00:00+00:00,4,193.75,0.47,2.98,144.76,4.6,21.59,30.4,0.08
Antananarivo,MG,-18.8792,47.5079,2026-03-29,04,2026-03-29T04:00:00+00:00,1,104.82,0.12,0.65,5.01,0.09,2.0,3.25,0.49
Cairo,EG,30.0444,31.2357,2026-03-29,04,2026-03-29T04:00:00+00:00,3,124.62,0.0,1.28,79.31,0.75,23.24,83.0,18.47
New York,US,40.7128,-74.006,2026-03-29,04,2026-03-29T04:00:00+00:00,2,214.79,0.0,12.26,78.25,1.68,2.79,5.42,0.86
Paris,FR,48.8566,2.3522,2026-03-29,04,2026-03-29T04:00:00+00:00,2,148.36,0.0,1.98,81.31,0.43,1.72,2.43,1.2
Sydney,AU,-33.8688,151.2093,2026-03-29,04,2026-03-29T04:00:00+00:00,1,59.91,0.05,0.17,41.76,0.24,0.78,1.66,0.0
Tokyo,JP,35.6762,139.6503,2026-03-29,04,2026-03-29T04:00:00+00:00,4,192.69,0.27,2.26,150.9,4.04,22.57,31.46,0.02
Antananarivo,MG,-18.8792,47.5079,2026-03-29,05,2026-03-29T05:00:00+00:00,1,110.81,0.31,0.5,6.33,0.12,2.22,4.2,0.53
Cairo,EG,30.0444,31.2357,2026-03-29,05,2026-03-29T05:00:00+00:00,3,126.33,0.01,1.46,80.23,0.86,20.84,61.54,14.21
New York,US,40.7128,-74.006,2026-03-29,05,2026-03-29T05:00:00+00:00,2,217.74,0.0,12.06,73.7,1.4,2.84,5.56,0.85
Paris,FR,48.8566,2.3522,2026-03-29,05,2026-03-29T05:00:00+00:00,2,150.54,0.0,2.37,79.06,0.46,1.9,2.69,1.1
Sydney,AU,-33.8688,151.2093,2026-03-29,05,2026-03-29T05:00:00+00:00,1,60.29,0.05,0.17,42.7,0.23,0.81,1.73,0.0
Tokyo,JP,35.6762,139.6503,2026-03-29,05,2026-03-29T05:00:00+00:00,4,191.99,0.14,1.9,155.25,3.4,22.63,31.43,0.0
Antananarivo,MG,-18.8792,47.5079,2026-03-29,06,2026-03-29T06:00:00+00:00,1,115.55,0.26,0.48,10.13,0.13,2.63,4.96,0.66
Cairo,EG,30.0444,31.2357,2026-03-29,06,2026-03-29T06:00:00+00:00,2,127.77,0.05,1.51,85.31,0.84,16.32,37.96,9.08
New York,US,40.7128,-74.006,2026-03-29,06,2026-03-29T06:00:00+00:00,2,224.02,0.0,12.34,68.21,1.17,3.23,6.18,0.77
Paris,FR,48.8566,2.3522,2026-03-29,06,2026-03-29T06:00:00+00:00,2,152.93,0.0,3.02,77.37,0.5,2.08,2.94,1.04
